"contentId","caminho","tipo","objetivo","disciplina","assunto","interface","acao","quarentena","prioridade"
"content:storage-content-oab-30-exame-provas-caderno-de-provas-direito-penal-1x1q9s-pdf","storage/content/oab/30-exame/provas/caderno-de-provas-direito-penal-1x1q9s.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-provas-direito-tributario-9axzpg-pdf","storage/content/oab/30-exame/provas/caderno-de-provas-direito-tributario-9axzpg.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-30-exame-questoes-questoes-extraidas-json","storage/content/oab/30-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","30o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-31-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-1er","storage/content/oab/31-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1erk02.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-31-exame-metadata-json","storage/content/oab/31-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-prova-tipo-1-1ms0lm-pdf","storage/content/oab/31-exame/provas/caderno-de-prova-tipo-1-1ms0lm.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-prova-tipo-2-14ld50-pdf","storage/content/oab/31-exame/provas/caderno-de-prova-tipo-2-14ld50.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-prova-tipo-3-xub3jg-pdf","storage/content/oab/31-exame/provas/caderno-de-prova-tipo-3-xub3jg.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-prova-tipo-4-1kcpbi-pdf","storage/content/oab/31-exame/provas/caderno-de-prova-tipo-4-1kcpbi.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-provas-direito-administrativo-1i6edv-pdf","storage/content/oab/31-exame/provas/caderno-de-provas-direito-administrativo-1i6edv.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-provas-direito-civil-qxd1xx-pdf","storage/content/oab/31-exame/provas/caderno-de-provas-direito-civil-qxd1xx.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-provas-direito-constitucional-1ely8n-pdf","storage/content/oab/31-exame/provas/caderno-de-provas-direito-constitucional-1ely8n.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-provas-direito-do-trabalho-hb3ran-pdf","storage/content/oab/31-exame/provas/caderno-de-provas-direito-do-trabalho-hb3ran.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-provas-direito-penal-cwo9j3-pdf","storage/content/oab/31-exame/provas/caderno-de-provas-direito-penal-cwo9j3.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-provas-direito-tributario-1f97vb-pdf","storage/content/oab/31-exame/provas/caderno-de-provas-direito-tributario-1f97vb.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-31-exame-provas-caderno-de-provas-direitoempresarial-1prl0e-pdf","storage/content/oab/31-exame/provas/caderno-de-provas-direitoempresarial-1prl0e.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-31-exame-questoes-questoes-extraidas-json","storage/content/oab/31-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","31o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-32-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-9lo","storage/content/oab/32-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9lok8x.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-32-exame-metadata-json","storage/content/oab/32-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-prova-tipo-1-1myk9o-pdf","storage/content/oab/32-exame/provas/caderno-de-prova-tipo-1-1myk9o.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-prova-tipo-2-1fk70e-pdf","storage/content/oab/32-exame/provas/caderno-de-prova-tipo-2-1fk70e.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-prova-tipo-3-1q01vp-pdf","storage/content/oab/32-exame/provas/caderno-de-prova-tipo-3-1q01vp.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-prova-tipo-4-9n0css-pdf","storage/content/oab/32-exame/provas/caderno-de-prova-tipo-4-9n0css.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-provas-direito-administrativo-qp9rwz-pdf","storage/content/oab/32-exame/provas/caderno-de-provas-direito-administrativo-qp9rwz.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-provas-direito-civil-g2e3i9-pdf","storage/content/oab/32-exame/provas/caderno-de-provas-direito-civil-g2e3i9.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-provas-direito-constitucional-1lzpq9-pdf","storage/content/oab/32-exame/provas/caderno-de-provas-direito-constitucional-1lzpq9.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-provas-direito-do-trabalho-10i30n-pdf","storage/content/oab/32-exame/provas/caderno-de-provas-direito-do-trabalho-10i30n.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-provas-direito-empresarial-1sy2qx-pdf","storage/content/oab/32-exame/provas/caderno-de-provas-direito-empresarial-1sy2qx.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-provas-direito-penal-vv5nam-pdf","storage/content/oab/32-exame/provas/caderno-de-provas-direito-penal-vv5nam.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-32-exame-provas-caderno-de-provas-direito-tributario-5du0fk-pdf","storage/content/oab/32-exame/provas/caderno-de-provas-direito-tributario-5du0fk.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-32-exame-questoes-questoes-extraidas-json","storage/content/oab/32-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","32o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-33-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-1ti","storage/content/oab/33-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1tizcj.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-33-exame-metadata-json","storage/content/oab/33-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-prova-tipo-1-18f7of-pdf","storage/content/oab/33-exame/provas/caderno-de-prova-tipo-1-18f7of.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-prova-tipo-2-15dfgu-pdf","storage/content/oab/33-exame/provas/caderno-de-prova-tipo-2-15dfgu.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-prova-tipo-3-9abch8-pdf","storage/content/oab/33-exame/provas/caderno-de-prova-tipo-3-9abch8.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-prova-tipo-4-rmxmy4-pdf","storage/content/oab/33-exame/provas/caderno-de-prova-tipo-4-rmxmy4.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-provas-direito-administrativo-16ekz3-pdf","storage/content/oab/33-exame/provas/caderno-de-provas-direito-administrativo-16ekz3.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-provas-direito-civil-oa0htn-pdf","storage/content/oab/33-exame/provas/caderno-de-provas-direito-civil-oa0htn.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-provas-direito-constitucional-15tzce-pdf","storage/content/oab/33-exame/provas/caderno-de-provas-direito-constitucional-15tzce.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-provas-direito-do-trabalho-1iswlt-pdf","storage/content/oab/33-exame/provas/caderno-de-provas-direito-do-trabalho-1iswlt.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-provas-direito-empresarial-1kpmni-pdf","storage/content/oab/33-exame/provas/caderno-de-provas-direito-empresarial-1kpmni.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-provas-direito-penal-1w28mp-pdf","storage/content/oab/33-exame/provas/caderno-de-provas-direito-penal-1w28mp.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-33-exame-provas-caderno-de-provas-direito-tributario-i65xgw-pdf","storage/content/oab/33-exame/provas/caderno-de-provas-direito-tributario-i65xgw.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-33-exame-questoes-questoes-extraidas-json","storage/content/oab/33-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","33o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-34-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-1ag","storage/content/oab/34-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1agp71.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-34-exame-metadata-json","storage/content/oab/34-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-prova-tipo-1-1jguo5-pdf","storage/content/oab/34-exame/provas/caderno-de-prova-tipo-1-1jguo5.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-prova-tipo-2-jlbjkm-pdf","storage/content/oab/34-exame/provas/caderno-de-prova-tipo-2-jlbjkm.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-prova-tipo-3-xoxh9o-pdf","storage/content/oab/34-exame/provas/caderno-de-prova-tipo-3-xoxh9o.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-prova-tipo-4-8xkmxz-pdf","storage/content/oab/34-exame/provas/caderno-de-prova-tipo-4-8xkmxz.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-provas-direito-administrativo-1atduw-pdf","storage/content/oab/34-exame/provas/caderno-de-provas-direito-administrativo-1atduw.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-provas-direito-civil-1h9pe5-pdf","storage/content/oab/34-exame/provas/caderno-de-provas-direito-civil-1h9pe5.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-provas-direito-constitucional-1w79jv-pdf","storage/content/oab/34-exame/provas/caderno-de-provas-direito-constitucional-1w79jv.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-provas-direito-do-trabalho-1m08fy-pdf","storage/content/oab/34-exame/provas/caderno-de-provas-direito-do-trabalho-1m08fy.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-provas-direito-empresarial-jc6r5q-pdf","storage/content/oab/34-exame/provas/caderno-de-provas-direito-empresarial-jc6r5q.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-provas-direito-penal-vevdr9-pdf","storage/content/oab/34-exame/provas/caderno-de-provas-direito-penal-vevdr9.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-34-exame-provas-caderno-de-provas-direito-tributario-19u313-pdf","storage/content/oab/34-exame/provas/caderno-de-provas-direito-tributario-19u313.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-34-exame-questoes-questoes-extraidas-json","storage/content/oab/34-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","34o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-35-exame-gabaritos-gabaritos-definitivos-da-prova-objetiva-1-fase-1u4p","storage/content/oab/35-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1u4p9v.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-35-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-4qo","storage/content/oab/35-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-4qo4e2.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-35-exame-metadata-json","storage/content/oab/35-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
